date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:39:08	257/257	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:57:55%20GMT	http://www.amu.ac.in/miscellaneous/swayam-courses	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/swayam-courses	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:09	270/270	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:57:57%20GMT	http://www.amu.ac.in/miscellaneous/students-counselling-centre	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/students-counselling-centre	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:26	281/281	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:13%20GMT	http://www.amu.ac.in/miscellaneous/amu-asce-international-student-chapter	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/amu-asce-international-student-chapter.18.delayed	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:31	261/261	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:15%20GMT	http://www.amu.ac.in/miscellaneous/amu-students-union	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/amu-students-union	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:33	266/266	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:21%20GMT	http://www.amu.ac.in/miscellaneous/liaison-office-ncc-unit	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/liaison-office-ncc-unit.1a.delayed	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:33	270/270	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:22%20GMT	http://www.amu.ac.in/miscellaneous/ignou-study-centre-amu-2713	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/ignou-study-centre-amu-2713	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:34	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:23%20GMT	http://www.amu.ac.in/miscellaneous/national-education-policy-nep-cell	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/national-education-policy-nep-cell	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:36	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:24%20GMT	http://www.amu.ac.in/miscellaneous/chief-election-officer-amusu	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/chief-election-officer-amusu	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:39	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:25%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:41	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:28%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/naac	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/naac	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:44	286/286	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:30%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/naac-appeal	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/naac-appeal	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:45	295/295	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:34%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/naac-appeal-document	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/naac-appeal-document	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:46	293/293	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:34%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/naac-appeal-re-dvv	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/naac-appeal-re-dvv	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:47	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:35%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf-2022	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf-2022	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:48	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:36%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf-2021	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf-2021	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:49	283/283	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:37%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf2020	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf2020	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:50	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:38%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf-2019	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf-2019	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:52	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:40%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf-2018	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf-2018	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:54	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:41%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf-2017	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/nirf-2017	(from https://www.amu.ac.in/miscellaneous/alumni)
14:39:58	280/280	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:45%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/ariia	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/ariia	(from https://www.amu.ac.in/miscellaneous/alumni)
14:40:02	280/280	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:47%20GMT	http://www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/ariia	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/internal-quality-assurance-cell/ariia	(from https://www.amu.ac.in/miscellaneous/alumni)
14:40:04	255/255	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:51%20GMT	http://www.amu.ac.in/assets/images/inner-bg.jpg	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/assets/images/inner-bg.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:40:06	259/259	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2008:58:53%20GMT	http://www.amu.ac.in/miscellaneous/alumni/home-page	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/home-page	(from https://www.amu.ac.in/miscellaneous/alumni)
14:40:48	15157/15157	---M--	200	added ('OK')	image/jpeg	etag:%223b35-590d6dd509480%22	https://api.amu.ac.in/storage/images/alumni/dr-zakir-hussain.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/dr-zakir-hussain.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:40:54	39582/39582	---M--	200	added ('OK')	image/jpeg	etag:%229a9e-590d6dadef840%22	https://api.amu.ac.in/storage/images/alumni/abdul-ghaffar-khan.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/abdul-ghaffar-khan.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:40:55	104238/104238	---M--	200	added ('OK')	image/jpeg	etag:%221972e-5bb45fa2be273%22	https://api.amu.ac.in/storage//images/slider/10187/1613284107_allumnislider.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/slider/10187/1613284107_allumnislider.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:41:11	18080/18080	---M--	200	added ('OK')	image/jpeg	etag:%2246a0-590d6ea11f600%22	https://api.amu.ac.in/storage/images/alumni/hamid-ansari.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/hamid-ansari.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:41:21	15012/15012	---M--	200	added ('OK')	image/jpeg	etag:%223aa4-590d6fc5e68c0%22	https://api.amu.ac.in/storage/images/alumni/mohamed-amin-didi.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/mohamed-amin-didi.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:41:29	29139/29139	---M--	200	added ('OK')	image/jpeg	etag:%2271d3-590d6fc9b71c0%22	https://api.amu.ac.in/storage/images/alumni/naseeruddin-shah.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/naseeruddin-shah.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:41:34	25232/25232	---M--	200	added ('OK')	image/jpeg	etag:%226290-590d6f49ec440%22	https://api.amu.ac.in/storage/images/alumni/javed-akhtar.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/javed-akhtar.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:10	12330/12330	---M--	200	added ('OK')	image/jpeg	etag:%22302a-590d6dadef840%22	https://api.amu.ac.in/storage/images/alumni/ab-sheikh.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/ab-sheikh.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:12	32225/32225	---M--	200	added ('OK')	image/jpeg	etag:%227de1-590d6fc5e68c0%22	https://api.amu.ac.in/storage/images/alumni/mansoor-ali.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/mansoor-ali.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:20	34749/34749	---M--	200	added ('OK')	image/jpeg	etag:%2287bd-590d6fc8c2f80%22	https://api.amu.ac.in/storage/images/alumni/mosina-kidwai.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/mosina-kidwai.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:24	14557/14557	---M--	200	added ('OK')	image/jpeg	etag:%2238dd-590d6fbe456c0%22	https://api.amu.ac.in/storage/images/alumni/sahab-singh-verma.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/sahab-singh-verma.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:26	3499390/3499390	---M--	200	added ('OK')	text/css	etag:W/%22be6366b01bcf1ea213b5f3017aeb3794%22	https://cdn.syncfusion.com/ej2/material.css	/storage/emulated/0/HTTrack/Websites/ammia/cdn.syncfusion.com/ej2/material.css	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:26	43397/43397	---M--	200	added ('OK')	image/jpeg	etag:%22a985-590d6fb88c940%22	https://api.amu.ac.in/storage/images/alumni/professor-irfan-habib.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/professor-irfan-habib.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:27	19631/19631	---M--	200	added ('OK')	image/jpeg	etag:%224caf-590d6fbe456c0%22	https://api.amu.ac.in/storage/images/alumni/shahryar-poet.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/shahryar-poet.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:27	26005/26005	---M--	200	added ('OK')	image/jpeg	etag:%226595-590d6fec0c2c0%22	https://api.amu.ac.in/storage/images/alumni/zafar-iqbal.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/zafar-iqbal.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:28	30342/30342	---M--	200	added ('OK')	image/jpeg	etag:%227686-590d6dd509480%22	https://api.amu.ac.in/storage/images/alumni/dr-obaid-siddiqi.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/dr-obaid-siddiqi.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:29	12870/12870	---M--	200	added ('OK')	image/jpeg	etag:%223246-590d6fedf4740%22	https://api.amu.ac.in/storage/images/alumni/tariq-mansoor.jpg	/storage/emulated/0/HTTrack/Websites/ammia/api.amu.ac.in/storage/images/alumni/tariq-mansoor.jpg	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:33	259/259	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:20%20GMT	http://www.amu.ac.in/miscellaneous/alumni/home-page	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/home-page.3f.delayed	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:35	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:22%20GMT	http://www.amu.ac.in/miscellaneous/alumni/world-alumni-meet-2022-live-stream	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/world-alumni-meet-2022-live-stream	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:37	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:24%20GMT	http://www.amu.ac.in/miscellaneous/alumni/amu-alumni-affairs-committee	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/amu-alumni-affairs-committee	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:39	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:26%20GMT	http://www.amu.ac.in/miscellaneous/alumni/amu-world-alumni-meet-2022	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/amu-world-alumni-meet-2022	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:41	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:28%20GMT	http://www.amu.ac.in/miscellaneous/alumni/amu-world-alumni-meet-2021	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/amu-world-alumni-meet-2021	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:43	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:30%20GMT	http://www.amu.ac.in/miscellaneous/alumni/centenary-alumni-meet-2021	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/centenary-alumni-meet-2021	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:46	264/264	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:32%20GMT	http://www.amu.ac.in/miscellaneous/alumni/members-of-aac	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/members-of-aac	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:52	270/270	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:35%20GMT	http://www.amu.ac.in/miscellaneous/alumni/alumni-conclave-2019	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/alumni-conclave-2019	(from https://www.amu.ac.in/miscellaneous/alumni)
14:42:56	263/263	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:41%20GMT	http://www.amu.ac.in/miscellaneous/alumni/staff-members	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/staff-members.47.delayed	(from https://www.amu.ac.in/miscellaneous/alumni)
14:43:00	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:45%20GMT	http://www.amu.ac.in/miscellaneous/alumni/advisory-committees	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/advisory-committees	(from https://www.amu.ac.in/miscellaneous/alumni)
14:43:04	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:49%20GMT	http://www.amu.ac.in/miscellaneous/alumni/notice-and-circular	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/notice-and-circular	(from https://www.amu.ac.in/miscellaneous/alumni)
14:43:08	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Nov%202022%2009:01:53%20GMT	http://www.amu.ac.in/miscellaneous/alumni/scholarships-given-by-alumnialumni-associations	/storage/emulated/0/HTTrack/Websites/ammia/www.amu.ac.in/miscellaneous/alumni/scholarships-given-by-alumnialumni-associations	(from https://www.amu.ac.in/miscellaneous/alumni)
